"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050673","epithelial cell proliferation","69/1625","481/18903",1.64989312328422e-05,0.000710850093446691,0.000575225791332301,"TBX1/AGTR1/ZNF703/HTRA1/LIMS2/TACR1/NR2F2/RUNX3/COL8A2/APLNR/CD34/TGM1/NOTCH1/SAV1/PRKD1/ALOX5/STK11/ECM1/FUT2/CDH13/TGFBR3/NRP1/ZEB1/JCAD/EDNRB/PRKD2/CAV2/PPP1R16B/STAT6/ACVRL1/FLT4/SOX9/OSR1/FABP7/ESR1/ARG1/HLX/FLT1/DACH1/NLRC3/IGFBP3/SEMA5A/PTPRM/LAMA5/SNAI2/CYP7B1/SULF1/OSR2/EPPK1/THBS4/NFIB/EREG/AREG/SFRP2/FGL1/KDR/FGFBP1/ARX/CNMD/GLUL/NRARP/HES5/MMRN2/CXCL12/VSTM4/NRP2/IGFBP5/GPBAR1/ZBED9",69
"GO:0072080","nephron tubule development","22/1625","96/18903",1.65229831696974e-05,0.000710850093446691,0.000575225791332301,"UMOD/WNK4/NOTCH1/IRX3/PBX1/SOX8/PKD1/CITED1/SOX9/TFAP2B/OSR1/DLL1/GLI3/IRX2/GREB1L/LAMA5/PKD2/NPNT/PROM1/WNT11/HES5/IRX1",22
"GO:1903115","regulation of actin filament-based movement","13/1625","40/18903",1.75827180248045e-05,0.000750960435059404,0.000607683412436226,"STC1/PKP2/TNNT2/JUP/TRPM4/ATP1A2/KCNJ2/PDE4B/PLN/DSC2/ANK2/CAMK2D/BIN1",13
"GO:0043087","regulation of GTPase activity","57/1625","376/18903",1.7951866017947e-05,0.000761210779207045,0.000615978075935764,"PROM2/EPHA5/TBC1D2B/GRHL3/PLXNC1/FGD2/GPSM1/FERMT2/RALGAPA1/DVL2/CCPG1/MTSS2/RASIP1/RGS4/RAPGEF5/TBC1D5/CHN2/PLXNB1/FGD5/RASGRP2/CAV2/AGAP3/ABR/ASAP1/TGM2/TBC1D9B/ARHGAP44/S1PR1/RGL1/DENND1B/VAV1/RASGRP3/ARAP1/RIPOR2/PTK2/SCRIB/CCL19/RICTOR/F2R/EFNA5/NTRK2/TBC1D2/ARAP2/EPHA3/ARHGAP6/RDX/WNT11/RAPGEF1/RALGDS/PRKG1/ADRB1/CCL5/BCAS3/ADPRH/SH3BP4/BIN1/ECT2",57
"GO:0055006","cardiac cell development","21/1625","90/18903",1.90759983334503e-05,0.000803099529838256,0.000649874800367392,"MYO18B/TBX3/MEF2A/CSRP3/NOTCH1/ASB2/MYLK3/RGS4/TGFBR3/G6PD/SGCD/PDGFRB/SLC8A1/FHOD3/ALPK2/SORBS2/SGCB/PDCD4/ADPRHL1/TTN/ACTN2",21
"GO:0034446","substrate adhesion-dependent cell spreading","24/1625","111/18903",1.97242224773959e-05,0.000824500477175684,0.000667192624450025,"ANTXR1/LIMS2/PKP2/LAMB4/FERMT2/MYADM/MYOC/NRP1/ITGA8/LAMB2/NTN4/ACTN4/FLNA/CSPG5/LAMA5/PTK2/TESK1/PIK3R1/EFNA5/FZD4/LAMC3/ATRNL1/C1QBP/NTNG1",24
"GO:0090075","relaxation of muscle","12/1625","35/18903",2.00345092042428e-05,0.000825532152971284,0.000668027465060434,"KBTBD13/PIK3CA/ATP1A2/KCNJ2/PDE4B/PLN/SLC8A1/PDE5A/CAMK2D/GUCY1A1/PRKG1/P2RX4",12
"GO:0034767","positive regulation of ion transmembrane transport","34/1625","186/18903",2.01616223858685e-05,0.000825532152971284,0.000668027465060434,"KCNQ1/SLC9A1/CACNA2D1/RELN/APLNR/CTSS/SHANK3/WNK4/CAPN3/ATP1B2/FXYD1/KCNC1/ACTN4/CHP2/G6PD/FLNA/STAC3/SLC9A3R1/KCNJ2/TRDN/CNKSR3/PLP1/ATPSCKMT/ANTKMT/F2R/PKD2/ANK2/EDNRA/DMD/P2RX4/VMP1/RAMP3/ACTN2/CACNB3",34
"GO:0006695","cholesterol biosynthetic process","16/1625","58/18903",2.03091554429651e-05,0.000825532152971284,0.000668027465060434,"MVK/SEC14L2/FDPS/HSD17B7/HMGCS2/PRKAA2/INSIG1/CYP51A1/NSDHL/G6PD/FDFT1/HMGCS1/MSMO1/SC5D/DHCR7/HMGCR",16
"GO:1902653","secondary alcohol biosynthetic process","16/1625","58/18903",2.03091554429651e-05,0.000825532152971284,0.000668027465060434,"MVK/SEC14L2/FDPS/HSD17B7/HMGCS2/PRKAA2/INSIG1/CYP51A1/NSDHL/G6PD/FDFT1/HMGCS1/MSMO1/SC5D/DHCR7/HMGCR",16
"GO:0090132","epithelium migration","56/1625","369/18903",2.05269511500329e-05,0.00082867020601571,0.000670566803610663,"TACR1/STC1/NR2F2/DCN/BCAR1/JUP/NOTCH1/PRKD1/CLEC14A/PIK3CA/TBXA2R/CDH5/ANLN/CDH13/PIK3R3/NRP1/JCAD/HDAC9/PRKD2/MECP2/NOS3/SOX18/ANGPT1/ACVRL1/FLT4/SOX9/KANK2/PLPP3/ANGPT2/SMOC2/RIN2/DAAM2/STARD13/FGF16/SEMA5A/PTPRM/SNAI2/GRHL2/PTK2/EPPK1/TESK1/CCBE1/PLK2/KDR/FGFBP1/NANOS1/GLUL/GLIPR2/MMRN2/VSTM4/ETS1/P2RX4/BCAS3/NRP2/ZEB2/TGFBR2",56
"GO:0055074","calcium ion homeostasis","49/1625","309/18903",2.07784826123719e-05,0.000833118207600815,0.000674166163384582,"P2RY4/BOK/STC1/ATP13A5/CSRP3/TPCN2/UMOD/APLNR/TMTC2/HSP90B1/WNK4/CAPN3/PRKD1/TMEM38A/CDH5/ATP1A2/ATP2B2/CAV2/FLNA/KEL/JPH1/TPT1/TGM2/DDIT3/SGCD/ANXA6/DHRS7C/SLC25A23/TFAP2B/NT5E/PLN/SLC8A1/TRDN/STOML2/CCL19/F2R/PKD2/ANK2/CAMK2D/EDNRA/KDR/CASQ2/DMD/TRPM2/GRIK2/ALPL/CXCL12/BNIP3/CCL5",49
"GO:0032411","positive regulation of transporter activity","26/1625","126/18903",2.16831294215409e-05,0.000863515978449744,0.000698764291671422,"SLC9A1/CACNA2D1/RELN/CTSS/SHANK3/WNK4/RXRA/ATP1B2/KCNC1/SYNGR3/PON1/ACTN4/CHP2/STAC3/TRDN/CNKSR3/ATPSCKMT/ANTKMT/PKD2/ANK2/EDNRA/DMD/KMT2A/VMP1/ACTN2/CACNB3",26
"GO:0030324","lung development","34/1625","187/18903",2.26425519905506e-05,0.000895672492834265,0.000724785609814094,"TIMELESS/SPDEF/HSD11B1/THRA/NOTCH1/BAG6/TGFB3/PKDCC/SAV1/MYOCD/CRISPLD2/HMGCS2/PKD1/NOS3/PDGFRB/FLT4/EP300/SOX9/ARG1/GLI3/LAMA5/GRHL2/CCBE1/NFIB/SLC7A11/HHIP/KDR/LOXL3/PHEX/WNT11/RBP4/COL3A1/TGFBR2/IGFBP5",34
"GO:0061572","actin filament bundle organization","31/1625","164/18903",2.34073691247732e-05,0.000919753557476088,0.000744272207048051,"RFLNA/TACR1/SLC9A1/SHANK3/HSP90B1/TGFB3/FERMT2/BAIAP2/RHPN2/MYOC/NRP1/FAM107A/FLNA/BAIAP2L1/ZYX/DPYSL3/MYO1B/S1PR1/ARAP1/TESK1/PIK3R1/LPAR1/LIMCH1/ARHGAP6/RDX/WNT11/AIF1L/SORBS1/SYNPO2L/SHTN1/MARCKS",31
"GO:0048762","mesenchymal cell differentiation","42/1625","252/18903",2.40174004250194e-05,0.000937473894735526,0.000758611650928985,"TBX1/TBX3/IL1B/ZNF703/SEMA3C/SEMA3A/COL1A1/NOTCH1/TRIM62/TGFB3/FERMT2/SEMA6B/TGFBR3/SOX8/NRP1/EDNRB/SEMA3G/DACT3/FLNA/TGFB1I1/LEF1/SOX10/ANXA6/ZNF750/AXIN2/SOX9/OSR1/EFNB1/SEMA5A/LAMA5/SNAI2/PTK2/EDNRA/SFRP2/PDCD4/LOXL3/EPHA3/WNT11/GLIPR2/BCL9L/NRP2/TGFBR2",42
"GO:0032868","response to insulin","44/1625","269/18903",2.49937540400152e-05,0.000963742698480643,0.000779868584790205,"IL1B/IRS1/KCNQ1/CSRP3/SESN2/SLC9A1/PRKCQ/BCAR1/COL1A1/PDK2/PIP4K2B/ZNF106/RAB15/PIK3CA/VAMP2/APRT/SOCS3/BAIAP2/HMGCS2/PIK3R3/INSIG1/HDAC9/PDK4/CITED1/TNFSF10/KAT2B/CAV2/BAIAP2L1/TWIST2/TNS2/TLR2/SLC27A1/GCLC/RHOQ/SESN3/INPPL1/IGFBP1/PIK3R1/PRKCZ/ALPL/SORBS1/SLC2A1/YWHAG/MSTN",44
"GO:0007411","axon guidance","40/1625","236/18903",2.50174131095247e-05,0.000963742698480643,0.000779868584790205,"EPHB1/EPHA5/FYN/SEMA3C/SEMA3A/RELN/PRKCQ/PLXNC1/CNTN2/NOTCH1/SEMA6B/NCAM1/LGI1/SCN1B/NTN1/NRP1/PLXNB1/LAMB2/LRTM1/SEMA3G/VSTM2L/ARHGEF25/SLIT3/LAMA2/EFNB1/GLI3/SEMA5A/PTPRM/LAMA5/PTK2/EFNA5/NFIB/EDNRA/PALLD/BOC/EPHA3/ARX/CXCL12/ROBO4/NRP2",40
"GO:0014074","response to purine-containing compound","28/1625","142/18903",2.57486241133457e-05,0.000979112196929418,0.000792305710407943,"IL1B/P2RY4/P2RY12/PLAT/STC1/KCNQ1/ABCC9/HSP90B1/CACNA1S/COL1A1/TMEM38A/TRPM4/HMGCS2/CITED1/GPD1/CARM1/NT5E/SLC8A1/THBD/PKD2/AREG/CASQ2/PDE2A/TRPM2/RAPGEF1/HSPA5/P2RX4/IGFBP5",28
"GO:0042552","myelination","28/1625","142/18903",2.57486241133457e-05,0.000979112196929418,0.000792305710407943,"CLDN5/RNF10/POU3F1/PTPRZ1/TSPAN2/CNTN2/MPZ/MAG/MYOC/KEL/BCAS1/SOX10/TLR2/PMP22/MALL/MAL/PLP1/EPB41L3/MBP/MAL2/ACSBG1/SERINC5/NTRK2/LPAR1/ANK2/UGT8/HES5/WASF3",28
"GO:0110053","regulation of actin filament organization","45/1625","278/18903",2.65151411085934e-05,0.0010017964211157,0.000810661972760032,"TACR1/SLC9A1/CYRIB/SHANK3/TGFB3/FERMT2/SPTBN5/PIK3CA/BAIAP2/MYADM/RHPN2/MYOC/RGS4/KANK4/NRP1/FLNA/BAIAP2L1/DBN1/TRIM27/FCHSD1/CDC42EP4/S1PR1/WASF1/SPTBN1/DAAM2/ARAP1/PAK3/SEMA5A/FHOD3/TESK1/RICTOR/PIK3R1/TMOD1/LPAR1/LIMCH1/ARF1/ARHGAP6/RDX/WNT11/SYNPO2L/CXCL12/ESAM/BIN1/WASF3/ACTN2",45
"GO:0007229","integrin-mediated signaling pathway","24/1625","113/18903",2.69549032587173e-05,0.00101192483953427,0.000818857972948362,"LIMS2/BCAR1/FERMT2/PRKD1/MADCAM1/NRP1/ITGA8/LAMB2/FLNA/ZYX/ITGA7/PLPP3/VAV1/LAMA2/ITGA9/LAMA5/PTK2/ITGA1/LOXL3/ADAMTS1/ITGBL1/ADAMTS13/COL3A1/ITGA10",24
"GO:0097485","neuron projection guidance","40/1625","237/18903",2.76476462486022e-05,0.0010272553087444,0.000831263515782484,"EPHB1/EPHA5/FYN/SEMA3C/SEMA3A/RELN/PRKCQ/PLXNC1/CNTN2/NOTCH1/SEMA6B/NCAM1/LGI1/SCN1B/NTN1/NRP1/PLXNB1/LAMB2/LRTM1/SEMA3G/VSTM2L/ARHGEF25/SLIT3/LAMA2/EFNB1/GLI3/SEMA5A/PTPRM/LAMA5/PTK2/EFNA5/NFIB/EDNRA/PALLD/BOC/EPHA3/ARX/CXCL12/ROBO4/NRP2",40
"GO:0071711","basement membrane organization","12/1625","36/18903",2.77118415490939e-05,0.0010272553087444,0.000831263515782484,"RIC8A/CTSS/LAMB4/NID2/LAMB2/NTN4/CAV2/PXDN/LAMA2/COL4A1/COL3A1/NTNG1",12
"GO:0046683","response to organophosphorus","26/1625","128/18903",2.8923464101941e-05,0.00106546810885525,0.000862185630565096,"IL1B/P2RY4/P2RY12/PLAT/STC1/KCNQ1/ABCC9/HSP90B1/COL1A1/TRPM4/HMGCS2/CITED1/GPD1/TRIM16/CARM1/NT5E/SLC8A1/THBD/PKD2/AREG/LPAR1/PDE2A/RAPGEF1/HSPA5/P2RX4/IGFBP5",26
"GO:0045446","endothelial cell differentiation","25/1625","121/18903",3.02854157006403e-05,0.00107822539494614,0.000872508932277421,"CLDN5/IL1B/STC1/NR2F2/NOTCH1/CDH5/MYADM/NRP1/ZEB1/EDNRB/SOX18/PPP1R16B/ACVRL1/PECAM1/S1PR1/DLL1/MARVELD2/EDNRA/KDR/RDX/PDE2A/RAPGEF1/COL18A1/ROBO4/APOLD1",25
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","25/1625","121/18903",3.02854157006403e-05,0.00107822539494614,0.000872508932277421,"NOTCH1/TGFB3/STK11/JAK2/CDH5/MYOCD/ZNF423/NUP93/TGFBR3/ITGA8/CITED1/TGFB1I1/ACVRL1/EP300/TTK/SULF1/RBPMS/NPNT/KDR/NUMA1/HES5/MSTN/ZEB2/TGFBR2/CCN1",25
"GO:0090130","tissue migration","56/1625","374/18903",3.02926449516549e-05,0.00107822539494614,0.000872508932277421,"TACR1/STC1/NR2F2/DCN/BCAR1/JUP/NOTCH1/PRKD1/CLEC14A/PIK3CA/TBXA2R/CDH5/ANLN/CDH13/PIK3R3/NRP1/JCAD/HDAC9/PRKD2/MECP2/NOS3/SOX18/ANGPT1/ACVRL1/FLT4/SOX9/KANK2/PLPP3/ANGPT2/SMOC2/RIN2/DAAM2/STARD13/FGF16/SEMA5A/PTPRM/SNAI2/GRHL2/PTK2/EPPK1/TESK1/CCBE1/PLK2/KDR/FGFBP1/NANOS1/GLUL/GLIPR2/MMRN2/VSTM4/ETS1/P2RX4/BCAS3/NRP2/ZEB2/TGFBR2",56
"GO:0001945","lymph vessel development","11/1625","31/18903",3.07332654141418e-05,0.00107822539494614,0.000872508932277421,"TBX1/NR2F2/CLEC14A/TMEM204/PKD1/SOX18/ACVRL1/FLT4/CCBE1/SVEP1/KDR",11
"GO:0051491","positive regulation of filopodium assembly","11/1625","31/18903",3.07332654141418e-05,0.00107822539494614,0.000872508932277421,"NLGN1/TGFB3/PALM/PLPPR5/NRP1/DPYSL3/RHOQ/ARAP1/RIPOR2/PIK3R1/BCAS3",11
"GO:0061437","renal system vasculature development","11/1625","31/18903",3.07332654141418e-05,0.00107822539494614,0.000872508932277421,"CD34/NOTCH1/NRP1/ANGPT1/PDGFRB/PECAM1/OSR1/ANGPT2/PKD2/EDNRA/PDGFD",11
"GO:0061440","kidney vasculature development","11/1625","31/18903",3.07332654141418e-05,0.00107822539494614,0.000872508932277421,"CD34/NOTCH1/NRP1/ANGPT1/PDGFRB/PECAM1/OSR1/ANGPT2/PKD2/EDNRA/PDGFD",11
"GO:0140058","neuron projection arborization","11/1625","31/18903",3.07332654141418e-05,0.00107822539494614,0.000872508932277421,"NLGN1/TPBG/SEMA3A/DVL2/DLG4/NRP1/SPRY3/MFSD2A/LRP2/FZD4/NTNG1",11
"GO:0050920","regulation of chemotaxis","39/1625","230/18903",3.10986890307489e-05,0.0010845897819363,0.000877659047015406,"P2RY12/TPBG/CYRIB/SEMA3C/SEMA3A/NOTCH1/RIN3/PRKD1/SEMA6B/DAPK2/CDH13/NRP1/MPP1/SEMA3G/PRKD2/C3AR1/PDGFRB/S1PR1/ANGPT2/SMOC2/FGF16/CCR4/RIPOR2/SEMA5A/PTK2/CCL19/THBS4/CXCL8/LPAR1/KDR/GAS6/PDGFD/C5/NBL1/CXCL12/C1QBP/P2RX4/CCL5/MSTN",39
"GO:0010631","epithelial cell migration","55/1625","366/18903",3.20974163883069e-05,0.00110905914765551,0.000897459860701713,"TACR1/STC1/NR2F2/DCN/BCAR1/JUP/NOTCH1/PRKD1/CLEC14A/PIK3CA/TBXA2R/CDH5/ANLN/CDH13/PIK3R3/NRP1/JCAD/HDAC9/PRKD2/MECP2/NOS3/SOX18/ANGPT1/ACVRL1/FLT4/SOX9/KANK2/PLPP3/ANGPT2/SMOC2/RIN2/DAAM2/STARD13/FGF16/SEMA5A/PTPRM/SNAI2/PTK2/EPPK1/TESK1/CCBE1/PLK2/KDR/FGFBP1/NANOS1/GLUL/GLIPR2/MMRN2/VSTM4/ETS1/P2RX4/BCAS3/NRP2/ZEB2/TGFBR2",55
"GO:0032963","collagen metabolic process","23/1625","107/18903",3.21766396757875e-05,0.00110905914765551,0.000897459860701713,"CREB3L1/MMP17/CTSS/MRC2/COL1A1/TNXB/COL5A1/TGFB3/MMP15/COL1A2/P3H3/MFAP4/TNS2/PDGFRB/CYGB/TRAM2/ARG1/MMP16/F2R/ADAMTS3/MMP1/MMP13/DDR2",23
"GO:0071375","cellular response to peptide hormone stimulus","48/1625","306/18903",3.34010901721346e-05,0.00113125619480271,0.00091542189535318,"IL1B/AGTR1/IRS1/PLAT/FBN1/CSRP3/SLC9A1/MAS1/PRKCQ/BCAR1/CRHR1/PDK2/PIP4K2B/ZNF106/RAB15/PIK3CA/VAMP2/JAK2/APRT/SOCS3/BAIAP2/HMGCS2/PIK3R3/SCNN1B/INSIG1/HDAC9/PDK4/KAT2B/CAV2/BAIAP2L1/STAT6/TNS2/SLC27A1/GCLC/ARG1/RHOQ/SLC30A10/SESN3/IGFBP1/PTK2/PIK3R1/EDNRA/DDR2/PRKCZ/SORBS1/YWHAG/MSTN/ACTN2",48
"GO:0048483","autonomic nervous system development","14/1625","48/18903",3.34771114220169e-05,0.00113125619480271,0.00091542189535318,"TBX1/SEMA3A/KIF26A/VCAM1/SOX8/NRP1/EDNRB/SOX10/TFAP2B/HLX/TFAP2A/EDNRA/ARX/NRP2",14
"GO:0061028","establishment of endothelial barrier","14/1625","48/18903",3.34771114220169e-05,0.00113125619480271,0.00091542189535318,"CLDN5/IL1B/CDH5/MYADM/EDNRB/SOX18/PPP1R16B/PECAM1/MARVELD2/EDNRA/RDX/PDE2A/RAPGEF1/ROBO4",14
"GO:0050921","positive regulation of chemotaxis","28/1625","144/18903",3.3588366829059e-05,0.00113125619480271,0.00091542189535318,"P2RY12/TPBG/PRKD1/DAPK2/CDH13/NRP1/PRKD2/C3AR1/PDGFRB/S1PR1/SMOC2/FGF16/CCR4/RIPOR2/SEMA5A/PTK2/CCL19/THBS4/CXCL8/LPAR1/KDR/GAS6/PDGFD/CXCL12/C1QBP/P2RX4/CCL5/MSTN",28
"GO:0003205","cardiac chamber development","31/1625","167/18903",3.37842068512185e-05,0.00113138701807433,0.000915527758629611,"TBX1/TBX3/LUZP1/SEMA3C/PKP2/APLNR/TNNT2/NOTCH1/SAV1/MYOCD/ZFPM1/TGFBR3/NRP1/NOS3/SLIT3/GREB1L/GRHL2/LRP2/ANK2/EDNRA/SFRP2/ADAMTS1/ADPRHL1/WNT11/PDE2A/RBP4/NRP2/XIRP2/TGFBR2/CCN1/COL11A1",31
"GO:0030278","regulation of ossification","25/1625","122/18903",3.50266427755536e-05,0.00116295766907038,0.000941074991259248,"RFLNA/TACR1/IFITM5/PHOSPHO1/NOTCH1/RXRA/TGFB3/PKDCC/ALOX5/ECM1/TRPM4/PBX1/SOX9/NOTUM/S1PR1/OSR1/SLC8A1/TFAP2A/OSR2/BMP2K/SGMS2/GPM6B/DDR2/CCN1/TENT5A",25
"GO:0007379","segment specification","8/1625","17/18903",3.51215583804765e-05,0.00116295766907038,0.000941074991259248,"MAFB/DVL2/IRX3/OSR1/DLL1/IRX2/HES5/IRX1",8
"GO:0008217","regulation of blood pressure","34/1625","191/18903",3.56042572138385e-05,0.00117235470401321,0.000948679149872992,"ADRA2B/NPY1R/CPA3/AGTR1/TACR1/NR2F2/KCNQ1/UMOD/ABCC9/GPR37L1/CD34/GNA11/TBXA2R/ATP1A2/ABAT/SCNN1B/COL1A2/EDNRB/OXTR/KCNK6/MECP2/NOS3/ACVRL1/DLL1/NPR2/F2R/LVRN/ENPEP/EDNRA/GUCY1A1/CORIN/GAS6/ADRB1/P2RX4",34
"GO:0071230","cellular response to amino acid stimulus","19/1625","80/18903",3.60715237109051e-05,0.00118114200417819,0.000955789906047433,"SESN2/FYN/COL1A1/SLC7A5/BAIAP2/HMGCS2/ZEB1/COL1A2/GCLC/RRAGD/BCL11A/SESN3/NTRK2/COL4A1/PDGFD/CASTOR2/COL3A1/SH3BP4/COL6A1",19
"GO:0010720","positive regulation of cell development","48/1625","307/18903",3.63604045670085e-05,0.00118402333987817,0.000958121506793345,"CLDN5/IL1B/LIMS2/RELN/PTPRZ1/MYF6/MYF5/SHANK3/PLXNC1/NOTCH1/FERMT2/SPEN/STK11/CDH5/MAG/NTN1/IST1/SLC7A5/BAIAP2/MYADM/MYOC/LPAR3/SOX8/NRP1/PLXNB1/MECP2/FLNA/CSPG5/AURKA/DBN1/TGM2/SOX10/TLR2/TTBK1/PAK3/GLI3/SEMA5A/TESK1/EFNA5/NTRK2/PTPRD/LRP2/PDE5A/CHODL/CXCL12/SHTN1/C1QBP/BIN1",48
"GO:0016049","cell growth","69/1625","493/18903",3.6925780134258e-05,0.00119582718742482,0.000967673278127953,"AGTR1/OSTN/ST8SIA2/PRDM11/SESN2/SLC9A1/SEMA3C/SEMA3A/PRKCQ/CDKN1A/BCAR1/PPP1R9B/KRT17/KIF26A/FBLN5/STK11/PTPRS/SEMA6B/CRYAB/LGI1/MAG/MYOCD/NTN1/IST1/RGS4/LPAR3/NRP1/LAMB2/FAM107A/SEMA3G/CISH/LTBP4/DACT3/RASGRP2/G6PD/MFSD2A/AURKA/DBN1/KMT2D/ACVRL1/SLIT3/SOX9/WASF1/BCL11A/IGFBP3/IGFBP1/SEMA5A/H1-5/EPB41L3/RICTOR/EFNA5/IGFBP7/SPP1/CAMK2D/EDNRA/SFRP2/SORBS2/NANOS1/WNT11/PRKCZ/CXCL12/PLCE1/SHTN1/PPP2R1A/AUTS2/NRP2/SH3BP4/TGFBR2/IGFBP5",69
"GO:0070997","neuron death","55/1625","368/18903",3.74289119272208e-05,0.00120549730545923,0.000975498417844334,"RILPL1/BOK/EPHB1/INPP5A/ST8SIA2/AMBRA1/FYN/MAP3K5/SLC9A1/PTPRZ1/CD34/TGFB3/DIO3/PIK3CA/JAK2/MAG/CRLF1/GFER/NRP1/CITED1/G6PD/MECP2/ATN1/DNAJC5/ANGPT1/PIGT/VSTM2L/MAP3K12/DDIT3/NDNF/TFAP2B/GCLC/SLC30A10/NONO/PAK3/TFAP2A/NRBP2/CNTFR/ITGA1/F2R/NTRK2/SLC7A11/TRIM2/KDR/FAM162A/TRPM2/SET/HSPA5/DDR2/GRIK2/C1QA/BNIP3/CCL5/UBB/PLA2G3",55
"GO:0086019","cell-cell signaling involved in cardiac conduction","12/1625","37/18903",3.78220422635905e-05,0.00121153867990001,0.000980387148148333,"KCNQ1/CACNA2D1/PKP2/GJC1/SCN1B/TRPM4/FLNA/CACNA1G/ANK2/CASQ2/SCN3B/SCN4B",12
"GO:0045216","cell-cell junction organization","36/1625","208/18903",3.96024552665303e-05,0.00126171281805908,0.00102098847688563,"CLDN5/ARVCF/IL1B/CLDN11/ZNF703/LIMS2/PKP2/APLNR/GJC1/JUP/TGFB3/FERMT2/NLGN2/OCLN/CDH5/IRX3/FLNA/CLDN6/PECAM1/EPB41L3/SNAI2/GRHL2/KIFC3/F2R/MARVELD2/SVEP1/ANK2/UGT8/GJB6/RDX/WNT11/CLDN19/ESAM/XIRP2/GPBAR1/ECT2",36
"GO:0006816","calcium ion transport","63/1625","440/18903",4.01452696763568e-05,0.00126801996707594,0.0010260922741809,"STC1/TPCN2/PACSIN3/FYN/SLC9A1/CACNA2D1/CACNA2D4/APLNR/CACNA1S/CRHR1/CAPN3/PRKD1/TMEM38A/ANXA2/TRPM4/ATP1A2/CACNG6/CACNG1/RGS4/PKD1/EDNRB/ATP2B2/AHNAK/G6PD/FLNA/NOS3/JPH1/TPT1/TRIM27/STAC3/DDIT3/ANXA6/PDGFRB/DHRS7C/CACNA1G/PDE4B/SLC25A23/PLN/SLC8A1/TRDN/PLP1/STOML2/CCL19/F2R/SARAF/PKD2/ANK2/CAMK2D/EDNRA/CASQ2/GAS6/DMD/TRPM2/CXCL12/CALHM1/P2RX4/CCL5/VMP1/CALCRL/MYLK/BIN1/RAMP3/CACNB3",63
"GO:0090497","mesenchymal cell migration","16/1625","61/18903",4.02306979713609e-05,0.00126801996707594,0.0010260922741809,"TBX1/TPBG/SEMA3C/SEMA3A/SEMA6B/SOX8/NRP1/EDNRB/SEMA3G/SOX10/ANXA6/EFNB1/SEMA5A/LAMA5/EDNRA/NRP2",16
"GO:0048738","cardiac muscle tissue development","40/1625","241/18903",4.08966761380836e-05,0.00128215430403119,0.00103752989687378,"MYO18B/TBX3/MEF2A/CSRP3/SLC9A1/PKP2/TNNT2/GJC1/NOTCH1/ASB2/SAV1/NDRG4/MYOCD/MYLK3/ZFPM1/IRX3/RGS4/TGFBR3/G6PD/SGCD/PDGFRB/CACNA1G/S1PR1/PLN/SLC8A1/DLL1/FHOD3/ALPK2/LRP2/EDNRA/SORBS2/SGCB/ADPRHL1/GJB6/RBP4/TTN/XIRP2/TGFBR2/ACTN2/COL11A1",40
"GO:0060560","developmental growth involved in morphogenesis","39/1625","233/18903",4.18820934004006e-05,0.00130610083863472,0.00105690763128496,"OSTN/ST8SIA2/SEMA3C/SEMA3A/MAGI2/NOTCH1/STK11/PTPRS/SEMA6B/MAG/NTN1/IST1/NKD1/LPAR3/NRP1/LAMB2/SEMA3G/AURKA/DBN1/SLIT3/SOX9/S1PR1/ESR1/WASF1/BCL11A/SEMA5A/EFNA5/SPP1/AREG/EDNRA/SFRP2/ADPRHL1/WNT11/PRKCZ/CXCL12/SHTN1/AUTS2/NRP2/TGFBR2",39
"GO:0010644","cell communication by electrical coupling","11/1625","32/18903",4.32091557032984e-05,0.00133925692207136,0.00108373780899494,"PKP2/GJC1/ATP1B2/ATP1A2/IRX3/DBN1/SLC8A1/TRDN/CAMK2D/CASQ2/GJB6",11
"GO:0060562","epithelial tube morphogenesis","51/1625","335/18903",4.33997407729268e-05,0.00133925692207136,0.00108373780899494,"TBX3/TIMELESS/LUZP1/GRHL3/APLNR/PODXL/WNK4/NOTCH1/ASB2/DVL2/NDRG4/RASIP1/NTN1/IRX3/PBX1/STIL/SOX8/PKD1/NRP1/CITED1/PRKD2/SOX18/LEF1/ACVRL1/SOX9/OSR1/ESR1/DLL1/STARD13/GLI3/IRX2/GREB1L/LAMA5/GRHL2/SCRIB/LRP2/SHROOM3/PKD2/AREG/NPNT/HHIP/EDNRA/SFRP2/KDR/COL4A1/WNT11/NRARP/HES5/MMRN2/TGFBR2/IRX1",51
"GO:0098743","cell aggregation","9/1625","22/18903",4.43544570524843e-05,0.00136158942639241,0.00110180945671495,"MYF5/THRA/MPZ/PKD1/COL2A1/SOX9/OTOR/BARX2/COL11A1",9
